session_id,timestamp,x_sample,y_sample,true_class
0,72,1.46,2.03,1:2
0,73,1.29,1.93,1:2
0,74,1.26,2.05,1:2
0,75,1.61,2.05,1:2
0,76,1.31,2.02,1:2
0,77,1.36,2.15,2:2
0,78,1.27,2.29,1:2
0,79,1.34,2.17,1:2
0,80,1.21,2.22,1:2
0,81,1.43,2.27,1:2
0,82,1.29,2.30,1:2
0,83,1.35,2.30,1:2
0,84,1.51,2.39,1:2
0,85,1.56,2.25,1:2
0,86,1.44,2.09,1:2
0,87,1.47,2.02,2:2
0,88,1.55,2.10,1:2
0,89,1.46,2.14,1:2
0,90,1.55,2.19,2:2
0,91,1.54,1.89,2:2
0,92,1.78,1.78,2:2
0,93,1.68,1.84,2:2
0,94,1.58,1.85,2:2
0,95,1.59,1.79,2:2
0,96,1.45,1.73,2:2
0,97,1.57,1.89,2:2
0,98,1.61,1.73,2:2
0,99,1.51,1.81,2:2
0,100,1.73,1.57,2:2
0,101,1.69,1.64,2:2
0,102,1.75,1.60,2:2
0,103,1.62,1.57,2:2
0,104,1.68,1.46,2:2
0,105,1.54,1.53,2:2
0,106,1.65,1.39,2:1
0,107,1.66,1.48,2:1
0,108,1.63,1.48,2:1
0,109,1.67,1.58,2:2
0,110,1.74,1.60,2:2
0,111,1.52,1.72,2:2
0,112,1.51,1.67,2:2
0,113,1.55,1.71,2:2
0,114,1.61,1.67,2:2
0,115,1.38,1.84,2:2
0,116,1.55,1.49,2:2
0,117,1.56,1.70,2:2
0,118,1.39,1.66,1:2
0,119,1.50,1.51,1:2
0,120,1.55,1.49,2:2
0,121,1.66,1.65,2:2
0,122,1.68,1.62,2:2
0,123,1.74,1.55,2:2
0,124,1.51,1.48,1:2
0,125,1.44,1.57,1:2
0,126,1.53,1.67,2:2
0,127,1.43,1.64,1:1
0,128,1.52,1.44,1:1
0,129,1.55,1.59,1:2
0,130,1.60,1.65,2:2
0,131,1.34,1.63,1:2
0,132,1.31,1.51,1:2
0,133,1.47,1.72,1:2
0,134,1.42,1.54,1:1
0,135,1.63,1.45,1:2
0,136,1.31,1.43,1:1
0,137,1.48,1.39,1:1
0,138,1.37,1.31,1:1
0,139,1.49,1.26,1:1
0,140,1.62,1.37,1:1
0,141,1.29,1.14,1:1
0,142,1.62,1.22,1:1
0,143,1.29,1.41,1:1
0,144,1.33,1.50,1:1
0,145,1.25,1.42,1:1
0,146,1.15,1.33,1:1
0,147,1.09,1.50,1:1
0,148,1.14,1.54,1:1
0,149,1.05,1.44,1:2
0,150,1.12,1.86,1:2
0,151,1.03,1.79,1:2
0,152,0.95,1.83,1:2
0,153,0.77,1.53,1:2
0,154,0.99,1.87,1:2
0,155,0.91,1.55,1:2
0,156,1.00,1.77,1:2
0,157,1.09,1.75,1:2
0,158,0.93,1.68,1:2
0,159,1.00,1.75,1:2
0,160,1.19,1.70,1:2
0,161,1.25,1.65,1:2
0,162,1.31,1.65,1:2
0,163,1.11,1.63,1:2
0,164,1.07,1.57,1:2
0,165,1.08,1.83,1:2
0,166,1.17,1.90,1:2
0,167,1.14,1.95,1:2
0,168,1.21,1.91,1:2
0,169,1.23,1.73,1:2
0,170,1.13,1.87,1:2
0,171,1.32,1.86,1:2
0,172,1.16,2.23,1:2
0,173,1.13,2.03,1:2
0,174,1.21,2.05,1:2
0,175,1.16,2.03,1:2
0,176,1.32,2.23,1:2
0,177,1.30,2.02,1:2
0,178,1.31,1.99,1:2
0,179,1.27,2.25,1:2
0,180,1.04,2.03,1:2
0,181,1.33,1.72,1:2
0,182,1.14,2.08,1:2
0,183,1.23,2.01,1:2
0,184,1.12,2.01,1:2
0,185,1.02,2.15,1:2
0,186,1.07,1.87,1:2
0,187,0.97,2.01,1:2
0,188,0.64,2.12,1:2
0,189,0.82,2.01,1:2
0,190,0.96,2.23,1:2
0,191,0.97,1.94,1:2
0,192,0.98,2.21,1:2
0,193,1.08,2.16,1:2
0,194,1.12,2.28,1:2
0,195,0.87,2.28,1:2
0,196,1.03,2.19,1:2
0,197,1.00,2.22,1:2
0,198,1.13,2.11,1:2
0,199,1.08,2.14,1:2
0,200,1.07,2.36,1:2
0,201,1.15,2.52,1:2
0,202,0.99,2.25,1:2
0,203,1.04,2.15,1:2
0,204,1.25,2.15,1:2
0,205,1.33,2.09,1:2
0,206,1.33,2.27,1:2
0,207,1.35,2.61,1:2
0,208,1.12,2.27,1:2
0,209,1.24,2.07,1:2
0,210,1.34,2.04,1:2
0,211,1.37,1.94,1:2
0,212,1.53,2.04,1:2
0,213,1.61,1.86,1:2
0,214,1.29,2.07,1:2
0,215,1.38,1.99,1:2
0,216,1.41,1.73,1:2
0,217,1.30,1.70,1:2
0,218,1.23,1.87,1:2
0,219,1.67,1.89,1:2
0,220,1.37,1.87,1:2
0,221,1.51,1.77,1:2
0,222,1.22,1.91,1:2
0,223,1.23,1.76,1:2
0,224,1.17,1.77,1:2
0,225,1.35,1.58,1:2
0,226,1.25,1.69,1:2
0,227,1.18,1.70,1:2
0,228,1.35,1.61,1:2
0,229,1.19,1.93,1:2
0,230,1.21,1.76,1:2
0,231,1.24,1.69,1:2
0,232,0.99,1.57,1:2
0,233,1.09,1.37,1:2
0,234,1.06,1.34,1:1
0,235,0.96,1.52,1:1
0,236,1.12,1.60,1:1
0,237,1.17,1.29,1:1
0,238,1.36,1.57,1:1
0,239,1.13,1.46,1:1
0,240,1.10,1.43,1:1
0,241,1.25,1.38,1:1
0,242,1.25,1.35,1:1
0,243,1.54,1.42,1:1
0,244,1.22,1.31,1:1
0,245,1.09,1.34,1:1
0,246,1.17,1.15,1:1
0,247,1.25,1.30,1:1
0,248,1.13,1.35,1:1
0,249,1.18,1.59,1:1
0,250,1.00,1.56,1:1
0,251,1.08,1.53,1:1
0,252,0.76,1.22,1:1
0,253,1.03,1.38,1:1
0,254,0.87,1.43,1:1
0,255,1.02,1.46,1:1
0,256,1.10,1.40,1:1
0,257,0.84,1.47,1:1
0,258,0.96,1.48,1:1
0,259,1.10,1.54,1:2
0,260,0.87,1.25,1:1
0,261,0.72,1.41,1:1
0,262,0.63,1.34,1:1
0,263,0.53,1.27,1:1
0,264,0.46,1.38,1:1
0,265,0.60,1.27,1:1
0,266,0.53,1.54,1:1
0,267,0.48,1.49,1:1
0,268,0.65,1.18,1:1
0,269,0.72,1.43,1:1
0,270,0.79,1.61,1:2
0,271,0.71,1.37,1:1
0,272,0.79,1.67,1:2
0,273,0.92,1.60,1:2
0,274,0.90,1.66,1:2
0,275,0.84,1.65,1:2
0,276,0.63,1.38,1:2
0,277,0.79,1.32,1:1
0,278,0.73,1.53,1:1
0,279,0.66,1.29,1:1
0,280,0.76,1.38,1:1
0,281,0.75,1.44,1:1
0,282,0.92,1.59,1:2
0,283,0.86,1.45,1:2
0,284,0.73,1.55,1:2
0,285,0.84,1.34,1:2
0,286,1.15,1.39,1:1
0,287,0.91,1.57,1:2
0,288,0.98,1.36,1:2
0,289,0.78,1.41,1:2
0,290,0.85,1.64,1:2
0,291,1.09,1.60,1:2
0,292,0.74,1.71,1:2
0,293,0.71,1.78,1:2
0,294,0.87,1.62,1:2
0,295,0.91,1.63,1:2
0,296,0.71,1.66,1:2
0,297,0.76,1.67,1:2
0,298,0.70,1.58,1:2
0,299,0.59,1.63,1:2
0,300,0.68,1.54,1:2
0,301,0.79,1.53,1:1
0,302,1.03,1.16,1:1
0,303,0.56,1.49,1:1
0,304,0.76,1.46,1:1
0,305,0.87,1.47,1:1
0,306,0.77,1.51,1:1
0,307,0.94,1.54,1:2
0,308,0.93,1.68,1:2
0,309,0.74,1.48,1:2
0,310,0.81,1.60,1:2
0,311,0.88,1.55,1:2
0,312,0.91,1.47,1:1
0,313,0.91,1.80,1:2
0,314,0.77,1.40,1:2
0,315,0.92,1.63,1:2
0,316,0.70,1.70,1:2
0,317,0.81,1.63,1:2
0,318,0.88,1.68,1:2
0,319,0.76,1.53,1:2
0,320,0.57,1.57,1:2
0,321,0.52,1.92,1:2
0,322,0.83,1.67,1:2
0,323,0.65,1.50,1:2
0,324,0.64,1.58,1:2
0,325,0.72,1.68,1:2
0,326,0.52,1.52,1:1
0,327,0.55,1.45,1:1
0,328,0.56,1.48,1:1
0,329,0.59,1.16,0:1
0,330,0.52,1.40,0:1
0,331,0.56,1.31,0:1
0,332,0.39,1.39,0:1
0,333,0.36,1.44,0:1
0,334,0.57,1.55,0:1
0,335,0.47,1.29,0:1
0,336,0.32,1.33,0:1
0,337,0.15,1.31,0:1
0,338,0.28,1.13,0:1
0,339,0.18,1.21,0:1
0,340,0.18,1.37,0:1
0,341,0.34,1.49,0:1
0,342,0.12,1.28,0:1
0,343,0.35,1.60,0:1
0,344,0.20,1.41,0:1
0,345,0.29,1.44,0:2
0,346,0.33,1.46,0:1
0,347,0.09,1.46,0:1
0,348,0.10,1.49,0:1
0,349,0.18,1.51,0:2
0,350,0.02,1.42,0:2
0,351,0.02,1.33,0:1
0,352,0.26,1.44,0:1
0,353,0.18,1.29,0:1
0,354,0.13,1.28,0:1
0,355,0.20,1.30,0:1
0,356,0.08,1.50,0:1
0,357,0.14,1.26,0:1
0,358,0.30,1.38,0:1
0,359,0.27,1.28,0:1
0,360,0.38,1.45,0:1
0,361,0.29,1.26,0:1
0,362,0.47,1.46,0:1
0,363,0.60,1.57,0:1
0,364,0.31,1.44,0:1
0,365,0.26,1.52,0:1
0,366,0.19,1.32,0:1
0,367,0.28,1.35,0:1
0,368,0.21,1.35,0:1
0,369,0.22,1.52,0:1
0,370,0.21,1.14,0:1
0,371,0.14,1.34,0:1
0,372,0.06,1.27,0:1
0,373,-0.00,1.09,0:1
0,374,-0.01,1.32,0:1
0,375,0.16,1.32,0:1
0,376,0.14,1.31,0:1
0,377,0.27,1.19,0:1
0,378,0.12,1.28,0:1
0,379,-0.04,1.27,0:1
0,380,0.27,1.28,0:1
0,381,0.03,1.40,0:1
0,382,0.06,1.33,0:1
0,383,-0.06,1.41,0:1
0,384,0.12,1.33,0:1
0,385,0.14,1.42,0:1
0,386,0.06,1.53,0:2
0,387,0.15,1.53,0:2
0,388,0.14,1.59,0:2
0,389,0.23,1.45,0:2
0,390,0.25,1.55,0:2
0,391,0.38,1.65,0:2
0,392,0.20,1.63,0:2
0,393,0.20,1.54,0:2
0,394,-0.01,1.78,0:2
0,395,0.01,2.00,0:2
0,396,0.10,1.85,0:2
0,397,0.28,1.85,0:2
0,398,0.32,1.96,0:2
0,399,0.26,1.98,0:2
0,400,0.25,2.13,0:2
0,401,0.22,2.04,0:2
0,402,0.18,2.21,0:2
0,403,0.13,2.03,0:2
0,404,0.18,2.32,0:2
0,405,0.12,2.24,0:2
0,406,0.21,2.52,0:2
0,407,0.01,2.53,0:2
0,408,-0.00,2.43,0:2
0,409,-0.01,2.46,0:2
0,410,0.14,2.41,0:2
0,411,0.41,2.33,0:2
0,412,0.08,2.28,0:2
0,413,0.09,2.41,0:2
0,414,0.04,2.38,0:2
0,415,0.27,2.27,0:2
0,416,0.19,2.36,0:2
0,417,0.27,2.36,0:2
0,418,0.22,2.69,0:3
0,419,0.16,2.73,0:3
0,420,0.23,2.54,0:3
0,421,0.22,2.81,0:3
0,422,0.31,2.89,0:3
0,423,0.09,2.63,0:3
0,424,0.43,2.81,0:3
0,425,0.07,2.49,0:3
0,426,0.18,2.40,0:3
0,427,0.22,2.52,0:2
0,428,-0.03,2.51,0:2
0,429,0.16,2.47,0:2
0,430,0.25,2.37,0:2
0,431,0.00,2.42,0:2
0,432,-0.17,2.28,0:2
0,433,0.10,2.47,0:2
0,434,-0.01,2.44,0:2
0,435,-0.06,2.13,0:2
0,436,0.14,2.41,0:2
0,437,-0.04,2.31,0:2
0,438,0.11,2.48,0:2
0,439,0.14,2.12,0:2
0,440,0.18,2.12,0:2
0,441,0.07,2.31,0:2
0,442,0.15,2.05,0:2
0,443,0.36,2.21,0:2
0,444,0.40,2.39,0:2
0,445,-0.19,2.32,0:2
0,446,0.13,2.21,0:2
0,447,0.33,2.32,0:2
0,448,0.01,2.19,0:2
0,449,0.23,2.45,0:2
0,450,-0.04,2.42,0:2
0,451,0.02,2.28,0:2
0,452,0.28,2.41,0:2
0,453,-0.00,2.17,0:2
0,454,0.21,2.23,0:2
0,455,0.36,2.28,0:2
0,456,0.17,2.16,0:2
0,457,0.17,2.07,0:2
0,458,0.40,1.82,0:2
0,459,0.48,1.98,0:2
0,460,0.44,1.96,0:2
0,461,0.33,2.02,0:2
0,462,0.38,1.79,0:2
0,463,0.53,1.93,0:2
0,464,0.35,2.10,0:2
0,465,0.35,2.31,0:2
0,466,0.35,2.12,0:2
0,467,0.19,2.13,0:2
0,468,-0.08,1.92,0:2
0,469,0.31,2.06,0:2
0,470,0.38,1.91,0:2
0,471,0.05,1.90,0:2
0,472,-0.02,1.99,0:2
0,473,-0.01,2.04,0:2
0,474,0.09,2.19,0:2
0,475,0.16,1.99,0:2
0,476,0.06,2.08,0:2
0,477,-0.01,2.16,0:2
0,478,0.09,1.89,0:2
0,479,-0.02,1.73,0:2
0,480,0.09,2.02,0:2
0,481,-0.01,1.99,0:2
0,482,-0.10,1.69,0:2
0,483,0.25,1.92,0:2
0,484,0.20,1.70,0:2
0,485,0.12,1.80,0:2
0,486,0.02,2.00,0:2
0,487,0.25,1.91,0:2
0,488,0.03,1.81,0:2
0,489,0.15,1.92,0:2
0,490,0.00,1.78,0:2
0,491,0.15,1.89,0:2
0,492,-0.06,1.88,0:2
0,493,0.14,2.01,0:2
0,494,0.17,1.77,0:2
0,495,0.23,1.86,0:2
0,496,0.36,1.62,0:2
0,497,0.21,1.80,0:2
0,498,0.30,1.61,0:2
0,499,0.43,1.61,0:2
0,500,0.38,1.46,0:2
0,501,0.16,1.51,0:1
0,502,0.22,1.41,0:1
0,503,0.32,1.54,0:2
0,504,0.16,1.72,0:2
0,505,0.15,1.47,0:1
0,506,0.14,1.51,0:2
0,507,0.19,1.66,0:2
0,508,0.01,1.57,0:2
0,509,0.14,1.67,0:1
0,510,0.25,1.55,0:2
0,511,0.24,1.64,0:2
0,512,0.09,1.44,0:1
0,513,0.18,1.36,0:1
0,514,0.09,1.51,0:2
0,515,0.06,1.51,0:1
0,516,0.05,1.43,0:1
0,517,-0.06,1.31,0:1
0,518,0.07,1.31,0:1
0,519,-0.04,1.55,0:1
0,520,0.19,1.51,0:1
0,521,0.27,1.43,0:1
0,522,0.07,1.31,0:1
0,523,0.25,1.22,0:1
0,524,0.12,1.36,0:1
0,525,0.50,1.25,0:1
0,526,0.47,1.42,0:1
0,527,0.28,1.21,0:1
0,528,0.29,1.37,0:1
0,529,0.20,1.53,0:1
0,530,0.14,1.35,0:1
0,531,0.20,1.46,0:2
0,532,0.27,1.36,0:2
0,533,-0.05,1.67,0:2
0,534,0.18,1.80,0:2
0,535,0.03,1.87,0:2
0,536,-0.06,1.91,0:2
0,537,0.14,1.85,0:2
0,538,-0.03,1.65,0:2
0,539,0.22,1.71,0:2
0,540,0.16,1.82,0:2
0,541,0.09,1.83,0:2
0,542,-0.13,1.69,0:2
0,543,0.37,1.57,0:2
0,544,0.20,1.78,0:2
0,545,0.08,1.77,0:2
0,546,0.08,1.89,0:2
0,547,0.31,2.00,0:2
0,548,0.30,1.75,0:2
0,549,0.49,1.92,0:2
0,550,0.14,1.81,0:2
0,551,0.23,1.81,0:2
0,552,0.14,1.66,0:2
0,553,0.22,1.52,0:2
0,554,0.22,1.51,0:1
0,555,0.39,1.43,0:1
0,556,0.17,1.22,0:1
0,557,0.11,1.09,0:1
0,558,0.17,1.21,0:1
0,559,0.22,1.35,0:1
0,560,0.42,1.33,0:1
0,561,0.45,1.35,1:1
0,562,0.71,1.25,1:1
0,563,0.67,1.42,1:1
0,564,0.57,1.48,1:1
0,565,0.39,1.38,0:1
0,566,0.44,1.43,1:1
0,567,0.41,1.31,1:1
0,568,0.35,1.17,1:1
0,569,0.54,1.27,1:1
0,570,0.62,1.27,1:1
0,571,0.61,1.31,1:1
0,572,0.72,1.41,1:1
0,573,0.78,1.36,1:1
0,574,1.03,1.56,1:2
0,575,0.71,1.37,1:1
0,576,0.82,1.62,1:2
0,577,0.75,1.51,1:2
0,578,0.86,1.52,1:2
0,579,0.81,1.40,1:1
0,580,0.90,1.52,1:1
0,581,0.72,1.38,1:1
0,582,1.11,1.66,1:2
0,583,0.91,1.44,1:2
0,584,0.94,1.55,1:2
0,585,1.23,1.56,1:2
0,586,1.09,1.38,1:1
0,587,1.17,1.57,1:1
0,588,1.14,1.58,1:2
0,589,1.19,1.68,1:2
0,590,1.16,1.74,1:2
0,591,1.09,1.71,1:2
0,592,1.26,1.50,1:2
0,593,1.17,1.60,1:2
0,594,1.18,1.59,1:2
0,595,1.02,1.48,1:2
0,596,1.14,1.72,1:2
0,597,1.06,1.66,1:2
0,598,1.12,1.62,1:2
0,599,0.95,1.65,1:2
0,600,0.97,1.58,1:2
0,601,1.18,1.49,1:1
0,602,1.10,1.45,1:2
0,603,0.92,1.75,1:2
0,604,1.06,1.55,1:2
0,605,0.86,1.44,1:1
0,606,0.98,1.55,1:1
0,607,1.29,1.53,1:1
0,608,1.01,1.47,1:1
0,609,0.83,1.39,1:1
0,610,1.08,1.29,1:1
0,611,1.02,1.05,1:1
0,612,1.08,1.16,1:1
0,613,0.88,0.96,1:1
0,614,1.05,1.18,1:1
0,615,0.88,0.98,1:1
0,616,1.05,0.84,1:1
0,617,0.84,0.98,1:1
0,618,0.84,1.07,1:1
0,619,0.93,1.00,1:1
0,620,1.04,1.15,1:1
0,621,1.15,0.93,1:1
0,622,1.11,1.18,1:1
0,623,0.61,0.95,1:1
0,624,0.95,1.08,1:1
0,625,1.00,0.99,1:1
0,626,0.84,0.86,1:1
0,627,1.03,1.04,1:1
0,628,0.93,1.01,1:1
0,629,0.78,0.84,1:1
0,630,0.82,0.94,1:1
0,631,0.84,0.96,1:1
0,632,0.94,1.10,1:1
0,633,0.80,1.16,1:1
0,634,0.95,1.10,1:1
0,635,0.86,1.05,1:1
0,636,0.75,1.01,1:1
0,637,0.66,1.10,1:1
0,638,0.60,1.38,1:1
0,639,0.50,1.60,1:1
0,640,0.57,1.22,1:1
0,641,0.46,1.41,0:1
0,642,0.51,1.57,0:1
0,643,0.23,1.29,0:1
0,644,0.34,1.09,0:1
0,645,0.17,1.40,0:1
0,646,0.32,1.32,0:1
0,647,0.32,1.39,0:1
0,648,0.41,1.20,0:1
0,649,0.31,1.30,0:1
0,650,0.30,1.23,0:1
0,651,0.49,1.39,0:1
0,652,0.45,1.53,0:1
0,653,0.37,1.39,0:1
0,654,0.23,1.41,0:1
0,655,0.18,1.34,0:1
0,656,0.32,1.48,0:1
0,657,0.17,1.32,0:1
0,658,0.24,1.59,0:2
0,659,0.13,1.53,0:2
0,660,0.40,1.49,0:2
0,661,0.20,1.57,0:2
0,662,0.31,1.80,0:2
0,663,0.23,1.75,0:2
0,664,0.19,1.58,0:2
0,665,0.39,1.76,0:2
0,666,0.21,1.79,0:2
0,667,0.33,1.84,0:2
0,668,0.23,1.91,0:2
0,669,0.24,1.87,0:2
0,670,0.22,1.88,0:2
0,671,0.37,2.04,0:2
0,672,0.31,1.90,0:2
0,673,0.22,1.82,0:2
0,674,0.38,1.78,0:2
0,675,0.41,1.89,0:2
0,676,0.27,1.55,0:2
0,677,0.24,1.75,0:2
0,678,0.53,1.81,0:2
0,679,0.57,1.74,0:2
0,680,0.64,1.68,0:2
0,681,0.54,1.88,0:2
0,682,0.47,1.74,1:2
0,683,0.60,1.76,1:2
0,684,0.60,1.78,1:2
0,685,0.60,1.90,1:2
0,686,0.74,1.70,1:2
0,687,0.62,1.90,1:2
0,688,0.87,1.83,1:2
0,689,0.60,1.89,1:2
0,690,0.73,1.60,1:2
0,691,0.73,1.86,1:2
0,692,0.64,1.69,1:2
0,693,0.65,2.06,1:2
0,694,0.52,1.50,1:2
0,695,0.54,1.57,1:2
0,696,0.57,1.79,1:2
0,697,0.57,1.79,1:2
0,698,0.51,1.62,1:2
0,699,0.63,1.66,1:2
0,700,0.74,1.64,1:2
0,701,0.54,1.72,1:2
0,702,0.62,1.64,1:2
0,703,0.63,1.98,1:2
0,704,0.51,1.48,1:2
0,705,0.64,1.72,1:2
0,706,0.90,1.72,1:2
0,707,0.87,1.84,1:2
0,708,1.00,1.94,1:2
0,709,0.85,1.78,1:2
0,710,1.10,1.83,1:2
0,711,0.74,1.90,1:2
0,712,0.94,1.68,1:2
0,713,0.96,1.54,1:2
0,714,0.99,1.72,1:2
0,715,1.23,1.68,1:2
0,716,0.99,1.87,1:2
0,717,1.25,1.77,1:2
0,718,1.21,1.78,1:2
0,719,1.32,1.61,1:2
0,720,1.39,1.83,1:2
0,721,1.25,1.62,1:2
0,722,1.46,1.72,1:2
0,723,1.48,1.62,2:2
0,724,1.66,1.79,2:2
0,725,1.69,1.80,2:2
0,726,1.75,1.70,2:2
0,727,1.48,1.69,2:2
0,728,1.70,1.61,2:2
0,729,1.53,1.68,2:2
0,730,1.80,1.77,2:2
0,731,1.76,1.58,2:2
0,732,1.83,1.61,2:2
0,733,1.78,1.45,2:1
0,734,1.58,1.40,2:2
0,735,1.76,1.70,2:2
0,736,1.74,1.61,2:2
0,737,1.67,1.68,2:2
0,738,1.55,1.64,2:2
0,739,1.53,1.42,2:2
0,740,1.55,1.54,2:2
0,741,1.56,1.69,2:2
0,742,1.44,1.74,2:1
0,743,1.62,1.50,2:2
0,744,1.45,1.42,2:2
0,745,1.30,1.61,1:2
0,746,1.55,1.72,1:2
0,747,1.61,1.79,2:2
0,748,1.47,1.49,2:1
0,749,1.49,1.59,1:1
0,750,1.62,1.45,2:1
0,751,1.46,1.55,2:1
0,752,1.64,1.50,2:1
0,753,1.64,1.62,2:2
0,754,1.69,1.44,2:2
0,755,1.86,1.50,2:2
0,756,1.71,1.46,2:2
0,757,1.61,1.64,2:2
0,758,1.62,1.44,2:2
0,759,1.68,1.64,2:2
0,760,1.51,1.80,2:2
0,761,1.51,1.68,1:2
0,762,1.31,1.55,1:2
0,763,1.50,1.72,1:2
0,764,1.32,1.72,1:2
0,765,1.51,1.55,2:2
0,766,1.51,1.51,2:1
0,767,1.61,1.49,2:2
0,768,1.47,1.60,2:2
0,769,1.39,1.40,2:2
0,770,1.45,1.61,2:1
0,771,1.55,1.59,2:2
0,772,1.42,1.63,2:2
0,773,1.50,1.50,2:2
0,774,1.47,1.43,2:2
0,775,1.44,1.67,2:2
0,776,1.84,1.62,2:2
0,777,1.69,1.62,2:2
0,778,1.39,1.47,2:2
0,779,1.50,1.48,2:2
0,780,1.79,1.66,2:2
0,781,1.79,1.59,2:1
0,782,1.60,1.38,2:1
0,783,1.58,1.43,2:1
0,784,1.75,1.27,2:1
0,785,1.90,1.59,2:1
0,786,1.72,1.28,2:1
0,787,1.81,1.45,2:1
0,788,1.92,1.30,2:1
0,789,1.74,1.34,2:1
0,790,1.73,1.30,2:1
0,791,1.88,1.43,2:1
0,792,1.74,1.44,2:1
0,793,1.63,1.40,2:1
0,794,2.02,1.31,2:1
0,795,1.70,1.23,2:1
0,796,1.62,1.40,2:1
0,797,1.78,1.45,2:1
0,798,2.01,1.18,2:1
0,799,1.86,1.28,2:1
0,800,2.11,1.61,2:1
0,801,1.87,1.18,2:1
0,802,2.03,1.36,2:1
0,803,1.75,1.28,2:1
0,804,1.95,1.19,2:1
0,805,1.81,1.24,2:1
0,806,1.85,1.42,2:1
0,807,1.94,1.42,2:1
0,808,1.94,1.43,2:1
0,809,1.73,1.37,2:1
0,810,1.91,1.42,2:1
0,811,1.93,1.32,2:1
0,812,2.01,1.27,2:1
0,813,2.03,1.30,2:1
0,814,1.96,1.10,2:1
0,815,2.08,1.44,2:1
0,816,2.17,1.19,2:1
0,817,2.21,1.40,2:1
0,818,2.07,1.37,2:1
0,819,2.14,1.38,2:1
0,820,2.35,1.50,2:1
0,821,2.08,1.31,2:1
0,822,2.01,1.47,2:1
0,823,2.05,1.45,2:1
0,824,1.97,1.32,2:1
0,825,2.00,1.16,2:1
0,826,2.02,1.38,2:1
0,827,1.67,1.31,2:1
0,828,1.79,1.51,2:1
0,829,1.80,1.27,2:1
0,830,1.81,1.48,2:1
0,831,1.82,1.52,2:2
0,832,1.80,1.60,2:2
0,833,1.67,1.73,2:2
0,834,1.68,1.60,2:2
0,835,1.95,1.60,2:2
0,836,1.80,1.55,2:2
0,837,1.64,1.88,2:2
0,838,1.84,1.78,2:2
0,839,1.71,1.57,2:2
0,840,1.88,1.84,2:2
0,841,1.81,1.94,2:2
0,842,1.77,1.65,2:2
0,843,1.91,1.85,2:2
0,844,1.84,1.77,2:2
0,845,1.64,1.83,2:2
0,846,1.99,1.88,2:2
0,847,1.74,1.70,2:2
0,848,1.67,1.73,2:2
0,849,1.64,1.76,2:2
0,850,1.78,1.62,2:2
0,851,1.84,1.75,2:2
0,852,1.58,1.53,2:2
0,853,1.58,1.60,2:1
0,854,1.75,1.40,2:1
0,855,1.63,1.29,2:1
0,856,1.94,1.41,2:1
0,857,1.69,1.24,2:1
0,858,1.64,1.39,2:1
0,859,1.62,1.17,2:1
0,860,1.50,1.38,2:1
0,861,1.46,1.34,2:1
0,862,1.54,1.27,2:1
0,863,1.70,1.02,2:1
0,864,1.70,1.39,1:1
0,865,1.37,1.36,1:1
0,866,1.42,1.40,1:1
0,867,1.55,1.22,2:1
0,868,1.70,1.47,2:1
0,869,1.60,1.40,1:1
